,user_id,content_id,watch_duration_minutes,device_used,watch_time,rating_given,age,country,preferred_genre,content_type,genre,duration_minutes
968,100,836,93.0,Laptop,2025-02-05 08:42:52.387813,3.0,32,India,Comedy,TV Show,Drama,70
969,381,2887,124.0,Laptop,2024-10-26 08:42:52.387650,4.0,52,Canada,Comedy,Movie,Drama,135
970,416,2887,54.0,TV,2024-11-30 08:42:52.415772,5.0,57,UK,Documentary,Movie,Drama,135
971,339,2887,171.0,Tablet,2024-07-13 08:42:52.418876,,38,Canada,Romance,Movie,Drama,135
972,227,2887,156.0,Tablet,2024-09-11 08:42:52.386695,3.0,34,Australia,Romance,Movie,Drama,135
973,381,230,127.0,Tablet,2025-03-29 08:42:52.388792,4.0,52,Canada,Comedy,TV Show,Comedy,39
974,381,2554,149.0,TV,2024-04-16 08:42:52.389252,2.0,52,Canada,Comedy,Movie,Documentary,81
975,159,2554,43.0,Laptop,2024-04-22 08:42:52.419676,4.0,56,Germany,Drama,Movie,Documentary,81
976,381,1267,73.0,Tablet,2024-05-31 08:42:52.390036,,52,Canada,Comedy,TV Show,Action,119
977,420,1267,97.0,TV,2024-10-15 08:42:52.416163,4.0,65,Canada,Documentary,TV Show,Action,119
978,223,1267,33.0,Laptop,2025-03-28 08:42:52.417631,,20,USA,Horror,TV Show,Action,119
979,254,1267,165.0,Laptop,2024-06-14 08:42:52.416029,2.0,28,Canada,Horror,TV Show,Action,119
980,381,1802,13.0,Laptop,2024-11-21 08:42:52.417218,1.0,52,Canada,Comedy,Movie,Drama,104
981,281,1802,27.0,Laptop,2024-08-22 08:42:52.415626,4.0,45,UK,Drama,Movie,Drama,104
982,381,257,125.0,TV,2024-08-31 08:42:52.418001,2.0,52,Canada,Comedy,TV Show,Action,100
983,281,257,,Mobile,2025-02-21 08:42:52.419005,3.0,45,UK,Drama,TV Show,Action,100
984,381,1184,31.0,Tablet,2024-09-17 08:42:52.420345,5.0,52,Canada,Comedy,TV Show,Documentary,69
985,107,1184,105.0,Tablet,2025-02-23 08:42:52.422736,5.0,18,India,Comedy,TV Show,Documentary,69
986,161,2788,74.0,Mobile,2024-11-29 08:42:52.381574,5.0,69,Canada,Documentary,Movie,Comedy,136
987,161,1615,67.0,TV,2024-11-20 08:42:52.384493,3.0,69,Canada,Documentary,Movie,Comedy,131
988,79,1615,147.0,Tablet,2025-02-21 08:42:52.386533,3.0,27,Germany,Horror,Movie,Comedy,131
989,161,2265,35.0,TV,2025-04-05 08:42:52.386799,,69,Canada,Documentary,Movie,Sci-Fi,84
990,253,2265,61.0,Laptop,2025-01-01 08:42:52.419009,1.0,39,USA,Action,Movie,Sci-Fi,84
991,86,2265,74.0,Tablet,2025-02-19 08:42:52.419308,5.0,31,USA,Comedy,Movie,Sci-Fi,84
992,161,620,33.0,TV,2025-02-04 08:42:52.387039,,69,Canada,Documentary,Movie,Comedy,130
993,390,620,171.0,Mobile,2025-02-19 08:42:52.389750,2.0,50,Canada,Documentary,Movie,Comedy,130
994,319,620,141.0,TV,2024-08-24 08:42:52.415407,5.0,57,Australia,Comedy,Movie,Comedy,130
995,331,620,159.0,Tablet,2024-06-05 08:42:52.418590,2.0,52,India,Sci-Fi,Movie,Comedy,130
996,161,2405,16.0,Laptop,2024-07-05 08:42:52.388238,5.0,69,Canada,Documentary,TV Show,Comedy,127
997,440,2405,7.0,TV,2024-12-17 08:42:52.387782,1.0,68,India,Comedy,TV Show,Comedy,127
998,435,2405,159.0,Mobile,2024-12-27 08:42:52.414747,2.0,25,Australia,Sci-Fi,TV Show,Comedy,127
999,161,2903,171.0,Mobile,2025-01-14 08:42:52.389753,2.0,69,Canada,Documentary,Movie,Comedy,60
1000,414,2903,52.0,Laptop,2024-10-22 08:42:52.415250,3.0,43,Australia,Documentary,Movie,Comedy,60
1001,159,2903,148.0,Tablet,2024-11-29 08:42:52.385978,4.0,56,Germany,Drama,Movie,Comedy,60
1002,140,2903,17.0,Tablet,2025-01-26 08:42:52.420601,3.0,52,Germany,Action,Movie,Comedy,60
1003,161,339,170.0,Mobile,2024-05-27 08:42:52.417874,1.0,69,Canada,Documentary,TV Show,Action,57
1004,89,339,8.0,TV,2025-04-08 08:42:52.388020,3.0,38,Germany,Romance,TV Show,Action,57
1005,56,339,70.0,TV,2025-03-23 08:42:52.388933,3.0,37,USA,Horror,TV Show,Action,57
1006,485,339,44.0,Mobile,2024-05-22 08:42:52.414809,2.0,43,USA,Sci-Fi,TV Show,Action,57
1007,161,646,9.0,TV,2024-06-22 08:42:52.420540,2.0,69,Canada,Documentary,TV Show,Sci-Fi,80
1008,161,1043,42.0,Laptop,2025-01-02 08:42:52.421241,4.0,69,Canada,Documentary,Movie,Drama,161
1009,43,1043,157.0,Laptop,2024-07-21 08:42:52.418123,,68,Germany,Drama,Movie,Drama,161
1010,66,114,51.0,Mobile,2024-11-09 08:42:52.381578,5.0,53,Canada,Comedy,Movie,Action,121
1011,162,114,94.0,Mobile,2025-04-04 08:42:52.417861,3.0,49,India,Sci-Fi,Movie,Action,121
1012,66,1794,147.0,TV,2024-09-16 08:42:52.383153,2.0,53,Canada,Comedy,Movie,Action,40
1013,417,1794,141.0,Tablet,2024-12-12 08:42:52.385601,5.0,50,USA,Romance,Movie,Action,40
1014,66,1361,19.0,Tablet,2025-03-03 08:42:52.383451,2.0,53,Canada,Comedy,Movie,Sci-Fi,109
1015,215,1361,114.0,Laptop,2025-01-06 08:42:52.381731,1.0,58,USA,Drama,Movie,Sci-Fi,109
1016,38,1361,149.0,TV,2024-08-30 08:42:52.385115,2.0,68,India,Sci-Fi,Movie,Sci-Fi,109
1017,440,1361,34.0,TV,2024-07-20 08:42:52.414397,3.0,68,India,Comedy,Movie,Sci-Fi,109
1018,66,2868,85.0,Mobile,2024-11-15 08:42:52.388530,,53,Canada,Comedy,TV Show,Romance,103
1019,66,2780,72.0,Tablet,2024-04-21 08:42:52.388728,2.0,53,Canada,Comedy,Movie,Romance,165
1020,92,2780,71.0,Tablet,2024-12-28 08:42:52.384756,5.0,35,Canada,Documentary,Movie,Romance,165
1021,92,2780,115.0,TV,2024-07-16 08:42:52.416436,3.0,35,Canada,Documentary,Movie,Romance,165
1022,66,1694,96.0,Mobile,2025-03-20 08:42:52.414820,,53,Canada,Comedy,Movie,Comedy,76
1023,162,1694,7.0,Mobile,2024-04-16 08:42:52.422163,2.0,49,India,Sci-Fi,Movie,Comedy,76
1024,66,241,28.0,TV,2024-04-16 08:42:52.414870,3.0,53,Canada,Comedy,TV Show,Documentary,96
1025,250,241,171.0,Tablet,2024-07-08 08:42:52.416402,4.0,69,Australia,Documentary,TV Show,Documentary,96
1026,66,1523,69.0,Tablet,2024-06-04 08:42:52.415182,5.0,53,Canada,Comedy,TV Show,Drama,64
1027,286,1773,146.0,Laptop,2024-06-16 08:42:52.381581,3.0,47,Germany,Sci-Fi,TV Show,Action,53
1028,83,1773,136.0,Mobile,2024-11-01 08:42:52.418474,,65,Australia,Horror,TV Show,Action,53
1029,370,1773,10.0,Tablet,2024-09-28 08:42:52.389285,5.0,36,Canada,Romance,TV Show,Action,53
1030,286,2985,13.0,Laptop,2024-08-19 08:42:52.383322,5.0,47,Germany,Sci-Fi,Movie,Action,135
1031,286,2840,16.0,Laptop,2024-10-26 08:42:52.386950,4.0,47,Germany,Sci-Fi,TV Show,Comedy,108
1032,199,2840,95.0,Laptop,2024-05-06 08:42:52.385310,1.0,20,Canada,Sci-Fi,TV Show,Comedy,108
1033,94,2840,91.0,TV,2024-04-10 08:42:52.416663,4.0,41,UK,Romance,TV Show,Comedy,108
1034,286,308,38.0,Mobile,2024-07-01 08:42:52.417006,5.0,47,Germany,Sci-Fi,Movie,Sci-Fi,140
1035,359,308,147.0,Mobile,2024-12-04 08:42:52.416697,5.0,44,UK,Drama,Movie,Sci-Fi,140
1036,292,308,87.0,Mobile,2024-08-13 08:42:52.419415,2.0,65,India,Sci-Fi,Movie,Sci-Fi,140
1037,286,1623,165.0,Mobile,2024-09-09 08:42:52.419441,3.0,47,Germany,Sci-Fi,Movie,Drama,121
1038,257,1623,176.0,Mobile,2024-12-09 08:42:52.385567,1.0,50,Australia,Sci-Fi,Movie,Drama,121
1039,343,1623,92.0,Tablet,2024-12-16 08:42:52.383486,3.0,24,Australia,Comedy,Movie,Drama,121
1040,405,1623,149.0,Mobile,2024-05-25 08:42:52.382138,1.0,67,India,Documentary,Movie,Drama,121
1041,53,1623,167.0,Tablet,2024-11-05 08:42:52.418156,4.0,26,Canada,Horror,Movie,Drama,121
1042,20,1198,163.0,Tablet,2025-02-28 08:42:52.381589,,41,UK,Comedy,TV Show,Comedy,109
1043,264,1198,98.0,TV,2024-06-12 08:42:52.388416,2.0,53,India,Horror,TV Show,Comedy,109
1044,20,1112,176.0,Tablet,2025-01-15 08:42:52.382174,3.0,41,UK,Comedy,Movie,Documentary,86
1045,20,614,157.0,TV,2024-11-08 08:42:52.382834,,41,UK,Comedy,TV Show,Action,67
1046,198,614,115.0,Laptop,2025-02-25 08:42:52.385456,5.0,58,Australia,Romance,TV Show,Action,67
1047,491,614,81.0,TV,2024-07-20 08:42:52.415615,3.0,18,Australia,Sci-Fi,TV Show,Action,67
1048,51,614,90.0,Mobile,2024-12-06 08:42:52.417966,3.0,31,UK,Sci-Fi,TV Show,Action,67
1049,20,173,138.0,Laptop,2024-07-27 08:42:52.383458,4.0,41,UK,Comedy,TV Show,Action,119
1050,348,173,119.0,Mobile,2025-04-04 08:42:52.419673,5.0,29,India,Documentary,TV Show,Action,119
1051,20,44,39.0,Tablet,2025-01-20 08:42:52.383655,3.0,41,UK,Comedy,Movie,Documentary,138
1052,20,1546,42.0,Tablet,2024-06-05 08:42:52.387249,5.0,41,UK,Comedy,TV Show,Action,113
1053,356,1546,168.0,Tablet,2024-04-20 08:42:52.416691,3.0,62,UK,Horror,TV Show,Action,113
1054,345,1546,148.0,Laptop,2025-02-23 08:42:52.416909,3.0,34,USA,Comedy,TV Show,Action,113
1055,20,2346,89.0,TV,2024-08-17 08:42:52.416426,1.0,41,UK,Comedy,TV Show,Horror,98
1056,325,2346,153.0,Mobile,2024-12-05 08:42:52.418535,4.0,42,Canada,Drama,TV Show,Horror,98
1057,20,781,40.0,Laptop,2024-05-30 08:42:52.419178,2.0,41,UK,Comedy,Movie,Horror,163
1058,19,781,94.0,TV,2025-04-04 08:42:52.382894,2.0,19,Australia,Horror,Movie,Horror,163
1059,389,781,105.0,,2024-07-24 08:42:52.421752,5.0,52,India,Action,Movie,Horror,163
1060,20,2492,170.0,Laptop,2024-08-22 08:42:52.419879,4.0,41,UK,Comedy,Movie,Action,149
1061,131,2492,113.0,Mobile,2024-04-23 08:42:52.386590,4.0,41,USA,Drama,Movie,Action,149
1062,20,1459,7.0,Tablet,2024-08-15 08:42:52.419950,4.0,41,UK,Comedy,TV Show,Comedy,179
1063,432,1459,71.0,TV,2024-12-10 08:42:52.419192,,62,Germany,Horror,TV Show,Comedy,179
1064,20,99,100.0,Tablet,2024-12-19 08:42:52.421018,2.0,41,UK,Comedy,Movie,Horror,151
1065,298,99,145.0,TV,2024-12-31 08:42:52.387221,1.0,29,Germany,Documentary,Movie,Horror,151
1066,20,1,120.0,Tablet,2025-03-18 08:42:52.421227,5.0,41,UK,Comedy,TV Show,Drama,64
1067,106,1,126.0,Laptop,2024-09-24 08:42:52.416495,,41,UK,Romance,TV Show,Drama,64
1068,54,1,50.0,Mobile,2024-08-09 08:42:52.384333,2.0,43,UK,Horror,TV Show,Drama,64
1069,20,2500,157.0,Laptop,2024-06-04 08:42:52.421390,3.0,41,UK,Comedy,Movie,Documentary,168
1070,324,2500,81.0,Mobile,2024-09-14 08:42:52.414784,1.0,52,Australia,Action,Movie,Documentary,168
1071,20,2746,74.0,Mobile,2025-03-05 08:42:52.422318,3.0,41,UK,Comedy,TV Show,Action,53
1072,405,2746,72.0,Mobile,2025-04-04 08:42:52.383886,3.0,67,India,Documentary,TV Show,Action,53
1073,128,2746,38.0,Laptop,2024-10-11 08:42:52.414462,1.0,50,UK,Sci-Fi,TV Show,Action,53
1074,240,2746,116.0,TV,2025-01-16 08:42:52.384973,3.0,43,Canada,Action,TV Show,Action,53
1075,308,2746,92.0,Laptop,2024-06-07 08:42:52.415075,4.0,20,Australia,Drama,TV Show,Action,53
1076,188,1279,110.0,TV,2024-11-03 08:42:52.381593,1.0,47,USA,Horror,Movie,Comedy,80
1077,269,1279,11.0,TV,2024-11-03 08:42:52.421269,5.0,37,UK,Romance,Movie,Comedy,80
1078,69,1279,33.0,Mobile,2025-02-05 08:42:52.388006,1.0,21,Germany,Comedy,Movie,Comedy,80
1079,188,1632,89.0,Mobile,2024-05-31 08:42:52.381695,3.0,47,USA,Horror,Movie,Sci-Fi,76
1080,188,207,33.0,TV,2024-09-30 08:42:52.381792,1.0,47,USA,Horror,Movie,Action,122
1081,282,207,116.0,Mobile,2024-11-25 08:42:52.415901,5.0,42,Germany,Sci-Fi,Movie,Action,122
1082,188,2810,54.0,Tablet,2024-09-30 08:42:52.381965,3.0,47,USA,Horror,Movie,Comedy,60
1083,89,2810,79.0,Tablet,2024-05-29 08:42:52.384930,1.0,38,Germany,Romance,Movie,Comedy,60
1084,85,2810,18.0,Mobile,2025-02-18 08:42:52.420329,5.0,25,Canada,Drama,Movie,Comedy,60
1085,439,2810,159.0,Tablet,2024-08-28 08:42:52.388832,1.0,29,UK,Documentary,Movie,Comedy,60
1086,188,932,170.0,Tablet,2024-09-18 08:42:52.387430,3.0,47,USA,Horror,TV Show,Drama,163
1087,188,1336,113.0,Mobile,2025-02-26 08:42:52.388413,2.0,47,USA,Horror,Movie,Drama,174
1088,338,1336,54.0,Mobile,2024-06-22 08:42:52.388147,3.0,31,USA,Drama,Movie,Drama,174
1089,188,851,168.0,Tablet,2025-03-23 08:42:52.388622,4.0,47,USA,Horror,TV Show,Sci-Fi,54
1090,426,851,42.0,Mobile,2024-11-04 08:42:52.418368,1.0,67,Canada,Documentary,TV Show,Sci-Fi,54
1091,54,851,13.0,Tablet,2024-09-03 08:42:52.387033,2.0,43,UK,Horror,TV Show,Sci-Fi,54
1092,433,851,102.0,TV,2024-05-21 08:42:52.386740,4.0,37,Australia,Horror,TV Show,Sci-Fi,54
1093,188,2293,43.0,Laptop,2024-07-10 08:42:52.415061,3.0,47,USA,Horror,TV Show,Horror,101
1094,330,2293,125.0,Mobile,2024-11-14 08:42:52.384909,4.0,19,India,Action,TV Show,Horror,101
1095,476,2293,123.0,Laptop,2024-07-20 08:42:52.388561,5.0,33,Australia,Action,TV Show,Horror,101
1096,341,2293,50.0,Laptop,2024-04-25 08:42:52.386658,3.0,37,Germany,Action,TV Show,Horror,101
1097,188,177,14.0,Tablet,2024-07-26 08:42:52.419475,4.0,47,USA,Horror,Movie,Documentary,115
1098,411,177,153.0,Tablet,2024-05-09 08:42:52.387867,3.0,44,Canada,Drama,Movie,Documentary,115
1099,183,177,175.0,Tablet,2024-05-12 08:42:52.415633,2.0,45,Canada,Sci-Fi,Movie,Documentary,115
1100,188,129,107.0,Laptop,2024-07-20 08:42:52.420813,3.0,47,USA,Horror,Movie,Horror,167
1101,231,129,31.0,Mobile,2024-10-07 08:42:52.420519,1.0,45,Germany,Romance,Movie,Horror,167
1102,188,1266,97.0,TV,2024-11-04 08:42:52.421823,3.0,47,USA,Horror,Movie,Comedy,117
1103,23,1266,20.0,Mobile,2024-08-19 08:42:52.384101,3.0,55,India,Action,Movie,Comedy,117
1104,234,1266,92.0,TV,2024-05-11 08:42:52.417509,,49,Australia,Documentary,Movie,Comedy,117
1105,188,1702,47.0,Laptop,2025-04-02 08:42:52.422040,4.0,47,USA,Horror,Movie,Horror,91
1106,241,1702,108.0,Laptop,2024-11-07 08:42:52.415747,1.0,49,Canada,Action,Movie,Horror,91
1107,197,1702,35.0,Mobile,2024-10-02 08:42:52.390072,1.0,30,UK,Horror,Movie,Horror,91
1108,82,466,85.0,Laptop,2025-01-21 08:42:52.381596,3.0,48,India,Drama,Movie,Comedy,38
1109,176,466,155.0,TV,2024-09-28 08:42:52.422722,3.0,68,Canada,Comedy,Movie,Comedy,38
1110,197,466,72.0,TV,2025-01-06 08:42:52.418181,2.0,30,UK,Horror,Movie,Comedy,38
1111,238,466,23.0,Tablet,2024-11-29 08:42:52.384856,3.0,19,Germany,Horror,Movie,Comedy,38
1112,82,2832,100.0,Laptop,2024-11-25 08:42:52.384863,5.0,48,India,Drama,TV Show,Action,149
1113,82,297,35.0,TV,2024-10-07 08:42:52.387072,1.0,48,India,Drama,Movie,Drama,177
1114,82,2612,61.0,TV,2025-03-03 08:42:52.414613,5.0,48,India,Drama,Movie,Sci-Fi,81
1115,271,2612,149.0,Laptop,2024-06-16 08:42:52.415955,1.0,24,USA,Comedy,Movie,Sci-Fi,81
1116,338,2612,137.0,Mobile,2024-08-14 08:42:52.383335,2.0,31,USA,Drama,Movie,Sci-Fi,81
1117,18,2612,75.0,TV,2024-05-18 08:42:52.388893,5.0,39,Australia,Sci-Fi,Movie,Sci-Fi,81
1118,82,2196,77.0,Mobile,2024-04-29 08:42:52.416569,2.0,48,India,Drama,Movie,Action,76
1119,495,2196,17.0,Mobile,2024-07-23 08:42:52.386713,2.0,49,USA,Drama,Movie,Action,76
1120,82,2929,135.0,Mobile,2024-10-07 08:42:52.417550,1.0,48,India,Drama,Movie,Sci-Fi,133
1121,200,2929,173.0,Tablet,2024-04-16 08:42:52.419487,4.0,56,India,Drama,Movie,Sci-Fi,133
1122,207,2929,75.0,Tablet,2024-09-07 08:42:52.416001,5.0,68,India,Sci-Fi,Movie,Sci-Fi,133
1123,82,2411,168.0,TV,2025-02-26 08:42:52.418470,3.0,48,India,Drama,TV Show,Sci-Fi,66
1124,407,2411,129.0,Laptop,2024-05-24 08:42:52.418520,2.0,64,Australia,Comedy,TV Show,Sci-Fi,66
1125,363,1488,55.0,Tablet,2024-10-21 08:42:52.381600,3.0,47,Canada,Sci-Fi,TV Show,Drama,74
1126,364,1488,76.0,Laptop,2024-05-28 08:42:52.383830,2.0,50,USA,Documentary,TV Show,Drama,74
1127,363,750,128.0,Tablet,2024-09-28 08:42:52.384518,4.0,47,Canada,Sci-Fi,TV Show,Drama,55
1128,363,2471,149.0,Laptop,2024-09-05 08:42:52.417321,2.0,47,Canada,Sci-Fi,Movie,Action,140
1129,215,2471,149.0,TV,2025-02-24 08:42:52.421238,3.0,58,USA,Drama,Movie,Action,140
1130,390,2471,68.0,Mobile,2024-11-19 08:42:52.417684,3.0,50,Canada,Documentary,Movie,Action,140
1131,34,2471,,Laptop,2025-02-07 08:42:52.415940,2.0,45,Germany,Documentary,Movie,Action,140
1132,275,2471,29.0,Mobile,2025-03-28 08:42:52.387510,1.0,57,USA,Comedy,Movie,Action,140
1133,363,1205,37.0,Tablet,2025-02-21 08:42:52.418267,5.0,47,Canada,Sci-Fi,Movie,Documentary,126
1134,426,1205,155.0,Mobile,2024-06-04 08:42:52.381912,5.0,67,Canada,Documentary,Movie,Documentary,126
1135,342,1205,124.0,Mobile,2024-04-28 08:42:52.419266,4.0,25,UK,Sci-Fi,Movie,Documentary,126
1136,363,1980,156.0,Mobile,2024-12-03 08:42:52.418355,2.0,47,Canada,Sci-Fi,Movie,Horror,132
1137,319,1980,35.0,Laptop,2024-05-29 08:42:52.382551,3.0,57,Australia,Comedy,Movie,Horror,132
1138,206,1980,147.0,Tablet,2025-01-09 08:42:52.422244,4.0,50,Germany,Drama,Movie,Horror,132
1139,363,2336,138.0,Mobile,2024-08-15 08:42:52.419348,5.0,47,Canada,Sci-Fi,Movie,Comedy,54
1140,463,2336,148.0,Mobile,2024-05-10 08:42:52.390062,4.0,61,UK,Action,Movie,Comedy,54
1141,363,453,109.0,Laptop,2024-06-12 08:42:52.421058,4.0,47,Canada,Sci-Fi,Movie,Action,175
1142,58,453,52.0,Tablet,2024-08-22 08:42:52.419906,1.0,64,Canada,Sci-Fi,Movie,Action,175
1143,139,453,50.0,Mobile,2024-09-23 08:42:52.415224,3.0,18,India,Romance,Movie,Action,175
1144,311,453,43.0,Tablet,2025-02-09 08:42:52.386441,1.0,50,USA,Drama,Movie,Action,175
1145,363,2501,38.0,Tablet,2024-08-08 08:42:52.421503,1.0,47,Canada,Sci-Fi,Movie,Sci-Fi,37
1146,61,2501,38.0,Tablet,2024-04-28 08:42:52.383496,5.0,25,UK,Sci-Fi,Movie,Sci-Fi,37
1147,202,847,33.0,Mobile,2025-03-12 08:42:52.381603,3.0,25,Canada,Romance,TV Show,Documentary,44
1148,54,847,115.0,Laptop,2024-09-11 08:42:52.387870,1.0,43,UK,Horror,TV Show,Documentary,44
1149,400,847,106.0,Tablet,2024-11-19 08:42:52.416927,5.0,48,UK,Sci-Fi,TV Show,Documentary,44
1150,128,847,15.0,Laptop,2024-06-30 08:42:52.421786,4.0,50,UK,Sci-Fi,TV Show,Documentary,44
1151,443,847,68.0,Tablet,2024-11-21 08:42:52.383325,5.0,45,USA,Documentary,TV Show,Documentary,44
1152,202,2376,76.0,Mobile,2024-07-04 08:42:52.385541,3.0,25,Canada,Romance,TV Show,Action,117
1153,281,2376,171.0,Laptop,2024-08-14 08:42:52.385669,,45,UK,Drama,TV Show,Action,117
1154,202,1852,99.0,Tablet,2024-08-04 08:42:52.388691,4.0,25,Canada,Romance,Movie,Sci-Fi,68
1155,178,1852,161.0,Tablet,2024-08-30 08:42:52.416732,4.0,45,India,Romance,Movie,Sci-Fi,68
1156,421,1852,55.0,Mobile,2024-06-09 08:42:52.383658,1.0,56,Germany,Romance,Movie,Sci-Fi,68
1157,88,1852,169.0,Tablet,2025-01-26 08:42:52.385850,5.0,57,India,Sci-Fi,Movie,Sci-Fi,68
1158,202,1247,133.0,Laptop,2025-03-18 08:42:52.389281,3.0,25,Canada,Romance,TV Show,Drama,90
1159,427,1247,25.0,TV,2025-01-29 08:42:52.388070,1.0,42,Germany,Comedy,TV Show,Drama,90
1160,202,2061,125.0,Mobile,2024-08-18 08:42:52.414500,3.0,25,Canada,Romance,Movie,Action,108
1161,169,2061,87.0,TV,2025-02-03 08:42:52.387759,,32,Germany,Documentary,Movie,Action,108
1162,68,2061,80.0,Laptop,2024-07-15 08:42:52.382498,2.0,57,Germany,Action,Movie,Action,108
1163,410,2061,131.0,TV,2024-12-03 08:42:52.388906,,19,Canada,Drama,Movie,Action,108
1164,202,1905,88.0,Mobile,2024-06-16 08:42:52.415816,3.0,25,Canada,Romance,Movie,Horror,43
1165,459,1905,155.0,Tablet,2025-02-08 08:42:52.382170,3.0,54,USA,Action,Movie,Horror,43
1166,347,1905,78.0,Laptop,2024-08-25 08:42:52.387730,,65,UK,Drama,Movie,Horror,43
1167,417,1905,106.0,Mobile,2024-10-14 08:42:52.422569,,50,USA,Romance,Movie,Horror,43
1168,202,2474,79.0,TV,2024-12-29 08:42:52.416302,4.0,25,Canada,Romance,TV Show,Documentary,130
1169,293,2474,99.0,TV,2024-10-24 08:42:52.382189,,69,India,Documentary,TV Show,Documentary,130
1170,76,2474,103.0,Mobile,2024-09-21 08:42:52.383075,3.0,43,Canada,Sci-Fi,TV Show,Documentary,130
1171,158,2474,106.0,Laptop,2024-05-29 08:42:52.383651,5.0,49,Canada,Comedy,TV Show,Documentary,130
1172,206,2474,158.0,TV,2025-01-15 08:42:52.389087,3.0,50,Germany,Drama,TV Show,Documentary,130
1173,202,2052,159.0,Mobile,2024-10-08 08:42:52.422094,3.0,25,Canada,Romance,Movie,Drama,128
1174,169,2052,124.0,TV,2024-10-07 08:42:52.382617,4.0,32,Germany,Documentary,Movie,Drama,128
1175,61,2052,167.0,TV,2024-10-17 08:42:52.419565,3.0,25,UK,Sci-Fi,Movie,Drama,128
1176,408,502,117.0,Mobile,2025-03-02 08:42:52.381606,4.0,39,Canada,Documentary,TV Show,Romance,98
1177,408,403,34.0,Laptop,2024-09-29 08:42:52.384471,1.0,39,Canada,Documentary,Movie,Sci-Fi,117
1178,46,403,86.0,Laptop,2024-10-08 08:42:52.421547,3.0,26,India,Action,Movie,Sci-Fi,117
1179,51,403,13.0,Mobile,2025-01-21 08:42:52.415611,2.0,31,UK,Sci-Fi,Movie,Sci-Fi,117
1180,408,2057,118.0,Mobile,2024-05-18 08:42:52.386931,3.0,39,Canada,Documentary,Movie,Action,118
1181,41,2057,141.0,Tablet,2025-04-02 08:42:52.387885,2.0,20,India,Documentary,Movie,Action,118
1182,224,2057,56.0,Tablet,2025-02-17 08:42:52.384140,3.0,66,USA,Documentary,Movie,Action,118
1183,119,2057,143.0,Tablet,2025-01-15 08:42:52.418045,3.0,59,USA,Action,Movie,Action,118
1184,370,2057,34.0,Mobile,2025-03-04 08:42:52.422529,5.0,36,Canada,Romance,Movie,Action,118
1185,408,775,52.0,TV,2024-05-14 08:42:52.387152,4.0,39,Canada,Documentary,TV Show,Documentary,61
1186,325,775,169.0,Mobile,2024-04-25 08:42:52.419586,4.0,42,Canada,Drama,TV Show,Documentary,61
1187,281,775,25.0,Laptop,2024-05-14 08:42:52.388517,5.0,45,UK,Drama,TV Show,Documentary,61
1188,158,775,52.0,Laptop,2024-08-16 08:42:52.390216,2.0,49,Canada,Comedy,TV Show,Documentary,61
1189,67,775,82.0,Tablet,2024-04-18 08:42:52.383570,4.0,67,UK,Documentary,TV Show,Documentary,61
1190,408,1961,48.0,Mobile,2024-11-19 08:42:52.417952,5.0,39,Canada,Documentary,Movie,Sci-Fi,73
1191,344,1961,162.0,Laptop,2025-03-14 08:42:52.416005,3.0,20,USA,Horror,Movie,Sci-Fi,73
1192,361,1961,92.0,Mobile,2024-12-28 08:42:52.420531,4.0,51,Australia,Drama,Movie,Sci-Fi,73
1193,408,508,136.0,TV,2024-11-12 08:42:52.418175,4.0,39,Canada,Documentary,TV Show,Action,157
1194,242,508,36.0,Mobile,2024-11-18 08:42:52.387129,4.0,23,UK,Romance,TV Show,Action,157
1195,132,441,147.0,Tablet,2024-05-30 08:42:52.381610,3.0,54,Canada,Comedy,Movie,Sci-Fi,138
1196,147,441,112.0,Mobile,2024-11-09 08:42:52.420675,5.0,43,Germany,Romance,Movie,Sci-Fi,138
1197,431,441,159.0,TV,2025-03-22 08:42:52.385020,5.0,53,India,Action,Movie,Sci-Fi,138
1198,21,441,59.0,TV,2024-10-02 08:42:52.387176,3.0,61,Germany,Comedy,Movie,Sci-Fi,138
1199,132,326,94.0,Laptop,2025-03-22 08:42:52.381617,4.0,54,Canada,Comedy,TV Show,Action,155
1200,457,326,129.0,Tablet,2024-08-07 08:42:52.417583,1.0,32,India,Romance,TV Show,Action,155
1201,132,1948,71.0,TV,2025-03-08 08:42:52.382195,,54,Canada,Comedy,TV Show,Documentary,166
1202,132,2054,95.0,Tablet,2024-04-17 08:42:52.382761,4.0,54,Canada,Comedy,TV Show,Sci-Fi,51
1203,132,2537,91.0,TV,2024-05-19 08:42:52.386063,5.0,54,Canada,Comedy,Movie,Romance,167
1204,118,2537,116.0,TV,2024-11-26 08:42:52.384688,4.0,22,USA,Documentary,Movie,Romance,167
1205,132,2394,98.0,TV,2024-04-10 08:42:52.386995,,54,Canada,Comedy,TV Show,Drama,57
1206,132,1871,51.0,Tablet,2024-08-24 08:42:52.418920,,54,Canada,Comedy,Movie,Documentary,111
1207,132,450,12.0,Laptop,2024-05-18 08:42:52.419013,3.0,54,Canada,Comedy,Movie,Comedy,34
1208,242,450,64.0,Laptop,2025-01-13 08:42:52.386281,1.0,23,UK,Romance,Movie,Comedy,34
1209,132,1566,58.0,Mobile,2024-06-24 08:42:52.421135,4.0,54,Canada,Comedy,TV Show,Drama,155
1210,245,1566,126.0,Tablet,2024-07-31 08:42:52.417491,,28,USA,Sci-Fi,TV Show,Drama,155
